average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.5401898622512817,-0.7593947649002075,-0.8014240264892578,-0.24584652483463287,-0.05023734271526337,-0.8440466523170471
