after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,1.5309972763061523,2.2929296493530273,0.7690649032592773
3,0.9153005480766296,2.2882537841796875,0.2655196487903595,0.1921282857656479
4,1.4193538427352905,2.298311948776245,2.29911732673645,0.7825983166694641,0.29738757014274597
5,1.698773980140686,2.3027281761169434,2.2857398986816406,1.0413917303085327,0.5619415044784546,2.3020687103271484
