after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9560917615890503,0.9560917615890503
2,0.9423457384109497,0.9359177350997925,0.9487737417221069
3,0.940829336643219,0.941257894039154,0.9358188509941101,0.9454113841056824
4,0.9068927764892578,0.8610561490058899,0.8846914768218994,0.9319620132446289,0.9498615264892578
5,0.8952136039733887,0.8661985993385315,0.9014042615890503,0.8657041192054749,0.8916139006614685,0.9511471390724182
