after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,0.1810488998889923,0.20177757740020752,0.1603202223777771
3,0.1860433965921402,0.1874350607395172,0.19807656109333038,0.172618567943573
4,0.2889248728752136,0.41181251406669617,0.35022294521331787,0.22163526713848114,0.17202870547771454
5,0.33398303389549255,0.4169226586818695,0.31749001145362854,0.4313352108001709,0.3380074203014374,0.16615991294384003
