average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.37893399596214294,0.47582098841667175,0.4650486409664154,0.38657018542289734,0.20800842344760895,0.35922181606292725
