after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9560917615890503,0.9560917615890503
2,0.5254153609275818,0.1360759437084198,0.9147547483444214
3,0.6518328189849854,0.1051226258277893,0.905063271522522,0.9453125
4,0.473422646522522,0.125,0.11501186341047287,0.7402096390724182,0.913469135761261
5,0.35223498940467834,0.06655459105968475,0.10373813658952713,0.6748417615890503,0.7882713675498962,0.12776899337768555
