after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,1.2970049381256104,2.31219744682312,0.28181231021881104
3,0.9451096653938293,2.345137357711792,0.30910664796829224,0.18108510971069336
4,1.4388458728790283,2.3200719356536865,2.3037383556365967,0.8330941796302795,0.2984791398048401
5,1.7066142559051514,2.3115756511688232,2.279905080795288,1.0185163021087646,0.6014341115951538,2.3216404914855957
