average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.26962023973464966,-0.40417325496673584,-0.4677610695362091,-0.012954904697835445,-0.006724683567881584,-0.4564873278141022
