average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.42809921503067017,0.42971161007881165,0.4210951328277588,0.5999025106430054,0.12098716199398041,0.5687996745109558
