after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.0009124354692175984,0.0009124354692175984
2,0.38156333565711975,0.6748960614204407,0.08823059499263763
3,0.2520070970058441,0.6490073204040527,0.09143856167793274,0.015575408935546875
4,0.40585848689079285,0.6937075853347778,0.7565842270851135,0.16311654448509216,0.010025509633123875
5,0.4502224028110504,0.6896123290061951,0.6818562150001526,0.15379032492637634,0.023234382271766663,0.7026188373565674
