average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.2899673581123352,-0.45879289507865906,-0.4695245027542114,-0.05000000074505806,-0.00244140625,-0.46907803416252136
