after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9995404481887817,0.9995404481887817
2,0.7846499681472778,0.6044730544090271,0.9648269414901733
3,0.8938593864440918,0.7241114974021912,0.964237630367279,0.9932291507720947
4,0.7432843446731567,0.5421261787414551,0.49467942118644714,0.9387731552124023,0.99755859375
5,0.7002789378166199,0.5407475233078003,0.5103043913841248,0.9468749761581421,0.99169921875,0.5117687582969666
