after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.0009124354692175984,0.0009124354692175984
2,0.017561350017786026,0.000885250570718199,0.03423744812607765
3,0.02070077694952488,0.0008285318035632372,0.04982712119817734,0.011446676217019558
4,0.014917362481355667,0.0010667508468031883,0.041096724569797516,0.009423494338989258,0.008082480169832706
5,0.02524149790406227,0.0014070782344788313,0.04809395596385002,0.010314280167222023,0.01708153448998928,0.04931063577532768
