after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9560917615890503,0.9560917615890503
2,0.5129548907279968,0.12084651738405228,0.905063271522522
3,0.6495583057403564,0.11659414321184158,0.8847903609275818,0.9472903609275818
4,0.45782238245010376,0.12410996854305267,0.10176028311252594,0.7179588675498962,0.887460470199585
5,0.35253167152404785,0.0992879718542099,0.0892009511590004,0.6567444801330566,0.7887658476829529,0.12865902483463287
