average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.5426819920539856,-0.7669106125831604,-0.8122033476829529,-0.2089596539735794,-0.1028480976819992,-0.8224881291389465
