after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,1.3063783645629883,2.3017797470092773,0.310977041721344
3,0.9489634037017822,2.2984626293182373,0.3660472333431244,0.18238051235675812
4,1.4766066074371338,2.314817428588867,2.326225757598877,0.9014152884483337,0.36396777629852295
5,1.7021795511245728,2.3060832023620605,2.3082692623138428,1.0021122694015503,0.6000568270683289,2.2943766117095947
