average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.5429786443710327,-0.7996439933776855,-0.7976661324501038,-0.19086234271526337,-0.10334256291389465,-0.8233781456947327
