average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.4509837031364441,0.5349991321563721,0.6268393397331238,0.4206461012363434,0.2778564989566803,0.39457741379737854
