after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9560917615890503,0.9560917615890503
2,0.5323378443717957,0.13716377317905426,0.9275118708610535
3,0.6604364514350891,0.12391218543052673,0.9093156456947327,0.9480814933776855
4,0.4582921266555786,0.15971122682094574,0.06645569950342178,0.7012460231781006,0.9057555198669434
5,0.3436313271522522,0.10650712251663208,0.11807753145694733,0.5024722814559937,0.8673852682113647,0.1237144023180008
