after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5




1,0.5061313509941101,0.5061313509941101

2,0.535749614238739,0.5061313509941101,0.5653678774833679

3,0.5411062836647034,0.5061313509941101,0.5653678774833679,0.5518196225166321

4,0.5391614437103271,0.5061313509941101,0.5653678774833679,0.5518196225166321,0.5333267450332642

5,0.5383109450340271,0.5061313509941101,0.5653678774833679,0.5518196225166321,0.5333267450332642,0.5349090099334717
