average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.30290496349334717,-0.45879289507865906,-0.3919888138771057,-0.17320601642131805,-0.00341796875,-0.4871191680431366
