average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.3498399555683136,0.3830890953540802,0.46986961364746094,0.5496906042098999,0.08714999258518219,0.25940045714378357
