after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,1.6808784008026123,2.2960433959960938,1.0657134056091309
3,0.9329345226287842,2.299088716506958,0.30691686272621155,0.1927979439496994
4,1.562177300453186,2.2993292808532715,2.268563747406006,1.1222655773162842,0.5585501790046692
5,1.68976628780365,2.2993292808532715,2.268563747406006,1.0904425382614136,0.4788394868373871,2.3116562366485596
