average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.3136378824710846,0.34503257274627686,0.33077114820480347,0.384196937084198,0.2912903428077698,0.21689844131469727
