after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9995404481887817,0.9995404481887817
2,0.9943233728408813,0.9995404481887817,0.989106297492981
3,0.9925529360771179,0.9995404481887817,0.9812432527542114,0.996874988079071
4,0.994772732257843,0.9995404481887817,0.9851495027542114,0.9963541626930237,0.998046875
5,0.9902464151382446,0.9995404481887817,0.979828953742981,0.996874988079071,0.994140625,0.9808467626571655
