average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.5515822768211365,-0.7596914768218994,-0.7833267450332642,-0.3632318079471588,-0.024228639900684357,-0.8274327516555786
