after_training_task,average_classification_loss,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.14238077402114868,0.14238077402114868
2,1.2756773233413696,2.287426710128784,0.2639278769493103
3,0.919081449508667,2.293529748916626,0.28922343254089355,0.1744912713766098
4,1.5056217908859253,2.306391954421997,2.3437321186065674,1.0551856756210327,0.31717726588249207
5,1.747402548789978,2.2978286743164062,2.2738521099090576,1.4309221506118774,0.4347246289253235,2.29968523979187
