average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.2972971796989441,0.2826315760612488,0.28600624203681946,0.3843362331390381,0.28275105357170105,0.25076085329055786
