average_accuracy_difference,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
-0.5262460112571716,-0.7744264006614685,-0.7246835231781006,-0.22379350662231445,-0.08128955960273743,-0.8270371556282043
