after_training_task,average_accuracy,test_on_task_1,test_on_task_2,test_on_task_3,test_on_task_4,test_on_task_5
1,0.9560917615890503,0.9560917615890503
2,0.4508010149002075,0.13597705960273743,0.765625
3,0.6662381291389465,0.1347903460264206,0.9196993708610535,0.9442246556282043
4,0.45132023096084595,0.12223101407289505,0.09760680049657822,0.6818631291389465,0.9035798907279968
5,0.36896759271621704,0.0917721539735794,0.1767207235097885,0.6419106125831604,0.8103243708610535,0.12410996854305267
