average_distribution_distance,unlearning_test_on_task_1,unlearning_test_on_task_2,unlearning_test_on_task_3,unlearning_test_on_task_4,unlearning_test_on_task_5
0.32232561707496643,0.34723007678985596,0.2959238290786743,0.42074912786483765,0.3361590802669525,0.21156586706638336
